subject_name,subject_abbreviation,course_number,course_name
Languages and Cultures of Asia - Languages,LCA LANG,331,First Semester Kazak
Languages and Cultures of Asia - Languages,LCA LANG,403,Third Semester Burmese
Languages and Cultures of Asia - Languages,LCA LANG,563,Fifth Semester Persian
Languages and Cultures of Asia - Languages,LCA LANG,308,Second Semester Hmong
Languages and Cultures of Asia - Languages,LCA LANG,339,First Semester Turkish
Languages and Cultures of Asia - Languages,LCA LANG,420,Fourth Semester Vietnamese
Languages and Cultures of Asia - Languages,LCA LANG,419,Third Semester Vietnamese
Languages and Cultures of Asia - Languages,LCA LANG,407,Third Semester Hmong
Languages and Cultures of Asia - Languages,LCA LANG,443,Third Semester Uzbek
Languages and Cultures of Asia - Languages,LCA LANG,616,Modern Thai Lit: The Novel
Languages and Cultures of Asia - Languages,LCA LANG,520,Sixth Semester Vietnamese
Languages and Cultures of Asia - Languages,LCA LANG,602,Eighth Semester Asian Language
Languages and Cultures of Asia - Languages,LCA LANG,476,Fourth Semester Sanskrit
Languages and Cultures of Asia - Languages,LCA LANG,404,Fourth Semester Burmese
Languages and Cultures of Asia - Languages,LCA LANG,618,Thai Prose: The Short Story
Latin (Classics),LATIN,950,Seminar-Oratory
Latin (Classics),LATIN,522,Roman Lyric Poetry
Latin (Classics),LATIN,699,Directed Reading
Latin (Classics),LATIN,549,Latin Philosophical Writers
Latin (Classics),LATIN,301,Latin Literature of the Roman Republic
Latin (Classics),LATIN,559,Latin Oratory
Latin (Classics),LATIN,940,Seminar-Philosophy
Latin (Classics),LATIN,523,Roman Satire
Latin (Classics),LATIN,539,Latin Historical Writers
Latin (Classics),LATIN,515,Vergil
Latin (Classics),LATIN,103,Elementary Latin
Latin (Classics),LATIN,521,Roman Elegy
Latin (Classics),LATIN,302,Latin Literature of the Roman Empire
Latin (Classics),LATIN,391,Latin for Graduate Reading Knowledge I
Latin (Classics),LATIN,104,Elementary Latin
Latin (Classics),LATIN,204,Introduction to Latin Literature
Latin (Classics),LATIN,203,Intermediate Latin
Latin (Classics),LATIN,520,Roman Drama
Latin (Classics),LATIN,910,Seminar-Poetry
Latin (Classics),LATIN,392,Latin for Graduate Reading Knowledge II
Latin (Classics),LATIN,505,Elementary Prose Composition
Latin (Classics),LATIN,930,Seminar-Roman History
Latin (Classics),LATIN,524,Roman Novel
Latin (Classics),LATIN,801,Graduate Survey
Latin (Classics),LATIN,890,Individual Research Thesis
Latin (Classics),LATIN,519,Latin Poetry
Latin (Classics),LATIN,563,Mediaeval Latin
"Latin American, Caribbean, and Iberian Studies",LACIS,362,Elementary Quechua
"Latin American, Caribbean, and Iberian Studies",LACIS,681,Senior Honors Thesis
"Latin American, Caribbean, and Iberian Studies",LACIS,682,Senior Honors Thesis
"Latin American, Caribbean, and Iberian Studies",LACIS,377,Second Semester Yucatec Maya
"Latin American, Caribbean, and Iberian Studies",LACIS,376,First Semester Yucatec Maya
"Latin American, Caribbean, and Iberian Studies",LACIS,363,Intermediate Quechua
"Latin American, Caribbean, and Iberian Studies",LACIS,440,"Topics in Latin American, Caribbean, and Iberian Studies"
"Latin American, Caribbean, and Iberian Studies",LACIS,361,Elementary Quechua
"Latin American, Caribbean, and Iberian Studies",LACIS,698,Directed Study
"Latin American, Caribbean, and Iberian Studies",LACIS,364,Advanced Quechua
"Latin American, Caribbean, and Iberian Studies",LACIS,699,Directed Study
Law,LAW,603,Legal Writing (M.L.I.)
Law,LAW,830,Land Use Controls
Law,LAW,907,Probs-Pro Responsblty Smr
Law,LAW,845,Water Rights Law
Law,LAW,867,Taxation III
Law,LAW,868,State and Local Taxation
Law,LAW,899,Law Review
Law,LAW,902,Juvenile Justice Adm
Law,LAW,850,Professional Responsibilities
Law,LAW,848,Introduction to Environmental Law
Law,LAW,863,Litigation in Criminl Cases
Law,LAW,808,Advanced Legal Writing
Law,LAW,957,Introduction to Estate Planning
Law,LAW,747,Protective Labor Legislatn
Law,LAW,741,Business Organizations II: Publicly Held Corporations
Law,LAW,827,International Law
Law,LAW,914,Securities Regulation
Law,LAW,815,Appellate Advocacy II
Law,LAW,949,Probs:Civil Procedure Smr
Law,LAW,817,Business Organizations I
Law,LAW,821,Bankruptcy Law
Law,LAW,829,Jurisprudence
Law,LAW,873,Immigration Law
Law,LAW,746,Legislation
Law,LAW,928,Selected Problems in Land Law-Seminar
Law,LAW,837,Regulated Industries
Law,LAW,329,Taxation: Concepts for Business and Personal Planning
Law,LAW,849,Pre-Trial Advocacy
Law,LAW,870,International Tax
Law,LAW,801,Evidence
Law,LAW,916,null
Law,LAW,713,Legal Process
Law,LAW,872,Legal Issues Involving North America and East Asia
Law,LAW,732,Real Estate Transactions I
Law,LAW,942,European Union Law
Law,LAW,840,Taxation II
Law,LAW,602,Legal Sources
Law,LAW,915,Selected Problems in Criminal Justice Administration Seminar
Law,LAW,944,Probs-Mod Amer Legal Hist
Law,LAW,919,"The Holocaust:Facts, Trials"
Law,LAW,711,Contracts I
Law,LAW,822,Family Law: Marriage and Divorce
Law,LAW,744,Administrative Law
Law,LAW,918,Selected Problems in International Law-Seminar
Law,LAW,730,Federal Law and Indian Tribes
Law,LAW,824,Federal Jurisdiction
Law,LAW,990,Directed Research
Law,LAW,760,Role of the Police in a Free Society
Law,LAW,725,Introduction to Criminal Procedure
Law,LAW,773,Law and the Elderly
Law,LAW,939,Selected Problems in Family Law-Seminar
Law,LAW,742,Taxation I
Law,LAW,733,Trusts and Estates
Law,LAW,943,Problems-Legislation Smr
Law,LAW,818,Comparative Law
Law,LAW,724,Property
Law,LAW,926,Selected Problems of Tort Law-Seminar
Law,LAW,953,Selected Problems in Business Organization-Seminar
Law,LAW,932,Selected Problems of Administrative Law-Seminar
Law,LAW,811,Accounting and Law
Law,LAW,721,Contracts II
Law,LAW,765,Equal Employment Law
Law,LAW,843,Unfair Trade Practices
Law,LAW,852,Trial Advocacy
Law,LAW,922,Selected Problems in Jurisprudence-Seminar
Law,LAW,831,Mod American Legal History
Law,LAW,950,Lawyering Skills Course
Law,LAW,911,Seminar-Psychiatry and Law
Law,LAW,880,Client Counselling
Law,LAW,736,Secured Transactions
Law,LAW,904,Selected Problems in Constitutional Law Seminar
Law,LAW,991,Directed Reading
Law,LAW,814,Appellate Advocacy I
Law,LAW,871,International Trade Law
Law,LAW,913,Probs-Commercial Law
Law,LAW,748,Antitrust
Law,LAW,906,"Law, Science and Biotechnology Seminar"
Law,LAW,749,Trademarks
Law,LAW,862,Legal Assistance to Institutionalized Persons
Law,LAW,745,Labor Relations Law
Law,LAW,735,Payments Systems
Law,LAW,935,Health Law and Administration Seminar
Law,LAW,838,Real Estate Transactions II
Law,LAW,802,Civil Procedure II
Law,LAW,936,Torts II
Law,LAW,940,Law and Contemporary Problems
Law,LAW,854,Clinical Program
Law,LAW,896,"Wisconsin Journal of Law, Gender, and Society"
Law,LAW,988,Selected Problems in Environmental Law-Seminar
Law,LAW,715,Torts I
Law,LAW,714,Civil Procedure I
Law,LAW,739,Religion and the Constitution
Law,LAW,828,International Transactions
Law,LAW,989,Environmental Law and Practice
Law,LAW,752,Copyright Law
Law,LAW,977,Select Probs-Policing Smr
Law,LAW,601,Introduction to American Law
Law,LAW,825,Insurance Law
Law,LAW,751,Patent Law
Law,LAW,905,Bioethics and the Law
Law,LAW,982,Latin Amer Legal Institutns
Law,LAW,955,Public Sector Labor Relations Law Seminar
Law,LAW,772,The Use of Trusts in Estate Planning
Law,LAW,771,Selected Topics in Estate Planning
Law,LAW,723,Legal Research and Writing
Law,LAW,895,Wisconsin International Law Journal
Law,LAW,980,African Law
Law,LAW,981,Law and Modernization in the Developing World Seminar
Law,LAW,743,Negotiations
Law,LAW,954,Corporate Finance Law
Law,LAW,726,Introduction to Substantive Criminal Law
Law,LAW,740,Constitutional Law II
Law,LAW,731,Constitutional Law I
Law,LAW,844,Taxation of Trusts&Estates
Law,LAW,860,Advanced Criminal Procedure
Law,LAW,858,Collective Bargaining: The Arbitration Process
Law,LAW,641,Sociology of Law
Law,LAW,753,Introduction to Intellectual Property Law
Law,LAW,839,Remedies
Law,LAW,823,Family Law: Parent and Child
Law,LAW,820,Conflict of Laws
Legal Studies,LEGAL ST,600,Special Topics in Legal Studies
Legal Studies,LEGAL ST,409,Human Rights in Law and Society
Legal Studies,LEGAL ST,400,Topics in Legal Studies and the Social Sciences
Legal Studies,LEGAL ST,405,Foundations of Field Education
Legal Studies,LEGAL ST,460,"Surveillance, Privacy, and Police Powers"
Legal Studies,LEGAL ST,692,Senior Thesis
Legal Studies,LEGAL ST,450,Topics in Legal Studies and the Humanities
Legal Studies,LEGAL ST,682,Senior Honors Thesis
Legal Studies,LEGAL ST,444,Law in Action
Legal Studies,LEGAL ST,663,Introduction to Cyberlaw
Legal Studies,LEGAL ST,422,Women and the Law
Legal Studies,LEGAL ST,650,Advanced Seminar in Legal Studies
Legal Studies,LEGAL ST,691,Senior Thesis
Legal Studies,LEGAL ST,645,Intellectual Freedom
Legal Studies,LEGAL ST,699,Directed Study
Legal Studies,LEGAL ST,681,Senior Honors Thesis
Library and Information Studies,L I S,839,Special Collections
Library and Information Studies,L I S,712,The Public Library
Library and Information Studies,L I S,818,Archives Accessioning and Appraisal
Library and Information Studies,L I S,668,Digital Curation
Library and Information Studies,L I S,975,Seminar in Information Organization and Access
Library and Information Studies,L I S,999,Independent Reading and Research
Library and Information Studies,L I S,910,Smr-Research Design & Methodology for Library & Information Studies
Library and Information Studies,L I S,931,"Seminar in Information Policy, Management and Institutions"
Library and Information Studies,L I S,661,Information Ethics and Policy
Library and Information Studies,L I S,828,On-Line Reference&Info Serv
Library and Information Studies,L I S,399,Independent Reading and Research
Library and Information Studies,L I S,351,Introduction to Digital Information
Library and Information Studies,L I S,822,Information Use and Users
Library and Information Studies,L I S,853,Metadata Standards and Applications
Library and Information Studies,L I S,826,Field Project in Library and Information Literacy Instruction
Library and Information Studies,L I S,641,School Library/Media Center
Library and Information Studies,L I S,319,Scandinavian Children's Literature
Library and Information Studies,L I S,710,Research and Assessment for Information Professionals
Library and Information Studies,L I S,940,Seminar in Information Use and Users in Context
Library and Information Studies,L I S,611,User Experience Design 1
Library and Information Studies,L I S,751,Database Design for Libraries and Information Agencies
Library and Information Studies,L I S,619,Music Research Methods and Materials
Library and Information Studies,L I S,654,Information Services Management
Library and Information Studies,L I S,616,Records Management
Library and Information Studies,L I S,341,Topics in Information Studies - Technological Aspects
Library and Information Studies,L I S,678,Preservation and Conservation of Library and Archives Materials
Library and Information Studies,L I S,635,Reference and Information Service
Library and Information Studies,L I S,340,Topics in Information Studies - Social Aspects
Library and Information Studies,L I S,722,College and University Libraries
Library and Information Studies,L I S,861,Information Architecture
Library and Information Studies,L I S,561,Information Use and Users
Library and Information Studies,L I S,772,Library Services to Children and Young Adults
Library and Information Studies,L I S,500,Code and Power
Library and Information Studies,L I S,622,Childrens Literature
Library and Information Studies,L I S,653,Government Info Sources
Library and Information Studies,L I S,644,"Digital Tools, Trends and Debates"
Library and Information Studies,L I S,950,"Seminar in LIS Foundations: Histories, Philosophies and Debates"
Library and Information Studies,L I S,655,Collection Management
Library and Information Studies,L I S,602,Information: Organization and Search
Library and Information Studies,L I S,640,Topics in Library and Information Studies
Library and Information Studies,L I S,517,Digital Health: Information and Technologies Supporting Consumers and Patients
Library and Information Studies,L I S,810,Topics in Rsch Meths-L I S
Library and Information Studies,L I S,990,Research and Thesis
Library and Information Studies,L I S,879,Digital Libraries
Library and Information Studies,L I S,820,Topics in Community Engagement
Library and Information Studies,L I S,825,Reference & Info Service
Library and Information Studies,L I S,875,Topics in Information Processing and Retrieval
Library and Information Studies,L I S,754,Smr-Info Agency Management
Library and Information Studies,L I S,646,Introduction to Info Architecture and Interaction Design for the Web
Library and Information Studies,L I S,855,Topics in Information Agency Management
Library and Information Studies,L I S,642,Reading Interests of Adults
Library and Information Studies,L I S,639,Pedagogical Theory and Practice for Information Professionals
Library and Information Studies,L I S,847,Topics in User Services
Library and Information Studies,L I S,301,Information Literacies in Online Spaces
Library and Information Studies,L I S,755,Electronic Resource Management & Licensing
Library and Information Studies,L I S,201,The Information Society
Library and Information Studies,L I S,652,XML and Linked Data
Library and Information Studies,L I S,551,Organization of Information
Library and Information Studies,L I S,603,Research and Assessment for Information Professionals
Library and Information Studies,L I S,601,Information: Perspectives and Contexts
Library and Information Studies,L I S,631,Young Adult Literature
Library and Information Studies,L I S,571,Information Sources
Library and Information Studies,L I S,202,Informational Divides and Differences in a Multicultural Society
Library and Information Studies,L I S,451,Online Searching for Information Professionals
Library and Information Studies,L I S,450,Information Agencies and Their Environment
